hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,1.0,32,1,April,17,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,0,214.65992721391024,0.0,3.0,50.0,0.0,0.0
Resort Hotel,0.0,162,1,April,17,19,0,3,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,0,0,314.0,0.0,0.0,78.56,0.0,0.0
Resort Hotel,1.0,92,1,April,17,19,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,6.0,0.0,0.0,52.2,0.0,0.0
Resort Hotel,1.0,40,1,April,17,19,0,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,85.0,0.0,0.0
Resort Hotel,1.0,208,1,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,0,3,273.0,0.0,0.0,60.3,0.0,0.0
Resort Hotel,1.0,208,1,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,0,3,273.0,0.0,0.0,50.85,0.0,0.0
Resort Hotel,1.0,32,1,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,0,0,273.0,0.0,3.0,69.36,0.0,0.0
Resort Hotel,1.0,133,1,April,17,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,2.0
Resort Hotel,1.0,208,1,April,17,19,2,5,1,0,0,HB,PRT,Groups,Direct,0,0,0,A,0,3,273.0,0.0,0.0,44.36,0.0,0.0
Resort Hotel,1.0,91,1,April,17,19,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,196.0,0.0,0.0,53.1,0.0,0.0
Resort Hotel,1.0,96,1,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,0,3,273.0,0.0,0.0,50.85,0.0,0.0
Resort Hotel,1.0,208,1,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,0,3,273.0,0.0,0.0,86.29,0.0,0.0
Resort Hotel,1.0,90,1,April,17,19,4,10,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,90.14,0.0,2.0
Resort Hotel,1.0,0,1,April,17,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,0,214.65992721391024,0.0,3.0,58.5,0.0,0.0
Resort Hotel,1.0,50,1,April,17,20,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,121.0,0.0,0.0
Resort Hotel,1.0,28,1,April,17,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,0,214.65992721391024,0.0,0.0,42.0,0.0,1.0
Resort Hotel,1.0,6,1,April,17,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,214.65992721391024,0.0,0.0,73.0,0.0,0.0
Resort Hotel,1.0,66,1,April,17,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,88.0,0.0,1.0
Resort Hotel,1.0,66,1,April,17,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,94.0,0.0,1.0
Resort Hotel,1.0,31,1,April,17,21,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,0,214.65992721391024,0.0,0.0,42.0,0.0,1.0
Resort Hotel,1.0,116,1,April,17,21,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,68.0,0.0,0.0
Resort Hotel,0.0,168,1,April,17,21,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,0,40.0,0.0,0.0,58.95,0.0,0.0
Resort Hotel,1.0,93,1,April,17,21,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,88.0,0.0,1.0
Resort Hotel,1.0,57,1,April,17,22,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,95.0,0.0,0.0
Resort Hotel,1.0,92,1,April,17,22,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,68.0,0.0,0.0
Resort Hotel,1.0,181,1,April,17,22,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,44.1,0.0,1.0
Resort Hotel,1.0,7,1,April,17,22,1,2,1,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,0,214.65992721391024,0.0,3.0,19.0,0.0,0.0
Resort Hotel,1.0,83,1,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,46.0,0.0,0.0
Resort Hotel,1.0,83,1,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,0,3,71.0,0.0,0.0,58.0,0.0,0.0
Resort Hotel,1.0,83,1,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,0,3,71.0,0.0,0.0,70.0,0.0,0.0
Resort Hotel,1.0,42,1,April,17,22,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,71.0,0.0,0.0
Resort Hotel,1.0,83,1,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,46.0,0.0,0.0
Resort Hotel,1.0,80,1,April,17,22,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,46.0,0.0,0.0
Resort Hotel,1.0,25,1,April,17,23,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,250.0,0.0,0.0,87.0,0.0,0.0
Resort Hotel,1.0,35,1,April,17,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,75.0,0.0,0.0
Resort Hotel,0.0,197,1,April,17,23,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,0,214.65992721391024,0.0,0.0,49.3,0.0,0.0
Resort Hotel,1.0,106,1,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,0.0
Resort Hotel,1.0,61,1,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,73.0,0.0,1.0
Resort Hotel,1.0,52,1,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,80.0,0.0,1.0
Resort Hotel,1.0,27,1,April,17,23,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,85.0,0.0,0.0
Resort Hotel,1.0,36,1,April,17,23,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,85.33,0.0,0.0
Resort Hotel,1.0,21,1,April,17,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,242.0,0.0,0.0,79.0,0.0,0.0
Resort Hotel,1.0,98,1,April,17,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,73.0,0.0,1.0
Resort Hotel,1.0,106,1,April,17,23,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,0.0
Resort Hotel,1.0,17,1,April,17,23,2,2,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,178.0,0.0,0.0
Resort Hotel,1.0,229,1,April,17,23,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,177.0,0.0,0.0,52.2,0.0,1.0
Resort Hotel,1.0,191,1,April,17,23,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,101.7,0.0,1.0
Resort Hotel,0.0,218,1,April,17,23,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,0,0,156.0,0.0,0.0,40.76,0.0,0.0
Resort Hotel,1.0,80,1,April,17,23,2,5,1,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,0,253.0,0.0,0.0,54.0,0.0,1.0
Resort Hotel,1.0,103,1,April,17,23,4,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,68.0,0.0,0.0
Resort Hotel,1.0,95,1,April,17,23,4,10,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,0,95.0,0.0,3.0,47.0,0.0,0.0
Resort Hotel,1.0,95,1,April,17,23,4,10,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,0,95.0,0.0,3.0,8.0,0.0,0.0
Resort Hotel,1.0,9,1,April,18,24,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,250.0,0.0,0.0,81.0,0.0,0.0
Resort Hotel,1.0,143,1,April,18,24,2,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,0,3,68.0,0.0,0.0,84.0,0.0,0.0
Resort Hotel,1.0,62,1,April,18,24,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,314.0,0.0,0.0,52.56,0.0,0.0
Resort Hotel,1.0,46,1,April,18,24,2,3,1,0,0,BB,IRL,Direct,Direct,0,0,0,D,0,0,250.0,0.0,0.0,67.5,0.0,0.0
Resort Hotel,1.0,42,1,April,18,24,2,3,3,1,0,BB,NLD,Online TA,TA/TO,0,0,0,H,0,0,240.0,0.0,0.0,124.4,0.0,0.0
Resort Hotel,1.0,89,1,April,18,24,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,95.0,0.0,0.0,52.2,0.0,0.0
Resort Hotel,0.0,167,1,April,18,24,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,0,40.0,0.0,0.0,56.95,0.0,0.0
Resort Hotel,1.0,72,1,April,18,24,2,5,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,0,0,250.0,0.0,0.0,88.0,0.0,0.0
Resort Hotel,1.0,98,1,April,18,25,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,58.0,0.0,1.0
Resort Hotel,1.0,9,1,April,18,25,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,241.0,0.0,0.0,43.12,0.0,0.0
Resort Hotel,1.0,53,1,April,18,25,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,58.0,0.0,1.0
Resort Hotel,1.0,138,1,April,18,25,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,0,3,214.65992721391024,0.0,0.0,65.0,0.0,0.0
Resort Hotel,1.0,13,1,April,18,25,1,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,0,0,214.65992721391024,0.0,0.0,85.0,0.0,0.0
Resort Hotel,1.0,18,1,April,18,25,1,3,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,85.0,0.0,0.0
Resort Hotel,1.0,110,1,April,18,25,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,1.0
Resort Hotel,1.0,27,1,April,18,25,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,85.0,0.0,0.0
Resort Hotel,1.0,56,1,April,18,25,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,0,214.65992721391024,0.0,3.0,47.0,0.0,1.0
Resort Hotel,1.0,13,1,April,18,25,1,4,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,0,0,214.65992721391024,0.0,0.0,85.0,0.0,0.0
Resort Hotel,1.0,93,1,April,18,25,2,5,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,0,0,240.0,0.0,0.0,125.0,0.0,1.0
Resort Hotel,1.0,93,1,April,18,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,73.57,0.0,1.0
Resort Hotel,1.0,93,1,April,18,25,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,113.57,0.0,0.0
Resort Hotel,1.0,13,1,April,18,25,9,24,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,0,0,214.65992721391024,0.0,0.0,77.0,0.0,0.0
Resort Hotel,1.0,3,1,April,18,26,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,59.0,0.0,0.0
Resort Hotel,0.0,7,1,April,18,26,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,0,248.0,0.0,0.0,30.0,0.0,0.0
Resort Hotel,0.0,189,1,April,18,26,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,0,0,248.0,0.0,0.0,46.0,0.0,0.0
Resort Hotel,1.0,189,1,April,18,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,0,248.0,0.0,3.0,46.0,0.0,0.0
Resort Hotel,1.0,189,1,April,18,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,0,248.0,0.0,3.0,46.0,0.0,0.0
Resort Hotel,0.0,189,1,April,18,26,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,0,0,248.0,0.0,3.0,46.0,0.0,0.0
Resort Hotel,1.0,27,1,April,18,26,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,87.0,0.0,1.0
Resort Hotel,1.0,53,1,April,18,26,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,80.0,0.0,0.0
Resort Hotel,1.0,11,1,April,18,26,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,0,0,177.0,0.0,0.0,96.0,0.0,0.0
Resort Hotel,1.0,26,1,April,18,26,0,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,0,15.0,0.0,0.0,78.2,0.0,0.0
Resort Hotel,1.0,53,1,April,18,26,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,95.0,0.0,0.0
Resort Hotel,0.0,179,1,April,18,26,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,0,40.0,0.0,0.0,82.95,0.0,1.0
Resort Hotel,1.0,6,1,April,18,27,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,250.0,0.0,3.0,72.0,0.0,0.0
Resort Hotel,1.0,6,1,April,18,27,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,250.0,0.0,3.0,72.0,0.0,0.0
Resort Hotel,1.0,179,1,April,18,27,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,1.0
Resort Hotel,1.0,89,1,April,18,27,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,G,0,0,250.0,0.0,0.0,125.67,0.0,1.0
Resort Hotel,1.0,91,1,April,18,27,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,68.0,0.0,1.0
Resort Hotel,1.0,209,1,April,18,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,79.2,0.0,1.0
Resort Hotel,0.0,200,1,April,18,27,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,79.2,0.0,2.0
Resort Hotel,1.0,66,1,April,18,28,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,118.0,0.0,0.0
Resort Hotel,1.0,15,1,April,18,28,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,0,250.0,0.0,0.0,65.0,0.0,0.0
Resort Hotel,1.0,27,1,April,18,28,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,65.0,0.0,0.0
Resort Hotel,1.0,113,1,April,18,28,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,79.2,0.0,2.0
Resort Hotel,1.0,168,1,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,257.0,0.0,0.0,80.0,0.0,0.0
Resort Hotel,0.0,206,1,April,18,28,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,0,156.0,0.0,0.0,39.33,0.0,1.0
Resort Hotel,1.0,43,1,April,18,28,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,67.75,0.0,0.0
Resort Hotel,1.0,41,1,April,18,29,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,65.0,0.0,0.0
Resort Hotel,1.0,14,1,April,18,29,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,65.0,0.0,0.0
Resort Hotel,1.0,1,1,April,18,29,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,0,214.65992721391024,0.0,0.0,56.0,0.0,0.0
Resort Hotel,1.0,0,1,April,18,29,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,0,214.65992721391024,0.0,0.0,80.0,0.0,0.0
Resort Hotel,1.0,1,1,April,18,29,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,85.0,0.0,1.0
Resort Hotel,1.0,7,1,April,18,29,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,0,0,214.65992721391024,0.0,0.0,23.0,0.0,0.0
Resort Hotel,1.0,65,1,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,73.0,0.0,0.0
Resort Hotel,1.0,13,1,April,18,29,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,80.0,0.0,1.0
Resort Hotel,1.0,114,1,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,0.0
Resort Hotel,1.0,34,1,April,18,29,0,2,2,2,0,FB,PRT,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,173.0,0.0,0.0
Resort Hotel,1.0,25,1,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,76.67,0.0,0.0
Resort Hotel,1.0,26,1,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,88.33,0.0,0.0
Resort Hotel,1.0,102,1,April,18,29,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,113.0,0.0,1.0
Resort Hotel,1.0,50,1,April,18,29,1,2,1,0,0,BB,ESP,Direct,Direct,0,0,0,D,0,0,250.0,0.0,0.0,62.4,0.0,0.0
Resort Hotel,1.0,47,1,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,74.33,0.0,0.0
Resort Hotel,1.0,199,1,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,46.98,0.0,1.0
Resort Hotel,1.0,114,1,April,18,29,1,2,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,0,0,240.0,0.0,0.0,123.0,0.0,0.0
Resort Hotel,1.0,101,1,April,18,29,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,113.0,0.0,1.0
Resort Hotel,1.0,31,1,April,18,29,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,108.67,0.0,0.0
Resort Hotel,1.0,116,1,April,18,29,1,2,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,120.33,0.0,2.0
Resort Hotel,1.0,29,1,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,82.67,0.0,0.0
Resort Hotel,1.0,108,1,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,3,214.65992721391024,0.0,0.0,84.0,0.0,0.0
Resort Hotel,1.0,52,1,April,18,29,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,95.0,0.0,0.0
Resort Hotel,1.0,147,1,April,18,29,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,65.7,0.0,1.0
Resort Hotel,1.0,10,1,April,18,29,2,2,2,0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,117.0,0.0,0.0
Resort Hotel,1.0,147,1,April,18,29,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,65.7,0.0,0.0
Resort Hotel,1.0,87,1,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,0,3,71.0,0.0,0.0,58.0,0.0,0.0
Resort Hotel,1.0,87,1,April,18,29,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,39.0,0.0,0.0
Resort Hotel,1.0,101,1,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,0,95.0,0.0,3.0,47.0,0.0,0.0
Resort Hotel,1.0,37,1,April,18,29,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,39.0,0.0,0.0
Resort Hotel,1.0,87,1,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,46.0,0.0,0.0
Resort Hotel,1.0,87,1,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,46.0,0.0,0.0
Resort Hotel,1.0,87,1,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,0,3,71.0,0.0,0.0,70.0,0.0,0.0
Resort Hotel,1.0,37,1,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,3,71.0,0.0,0.0,46.0,0.0,0.0
Resort Hotel,1.0,76,1,April,18,29,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,0,0,214.65992721391024,0.0,0.0,88.0,0.0,1.0
Resort Hotel,1.0,157,1,April,18,29,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,2.0
Resort Hotel,1.0,157,1,April,18,29,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,79.2,0.0,2.0
Resort Hotel,1.0,157,1,April,18,29,4,10,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,44.1,0.0,2.0
Resort Hotel,1.0,0,1,April,18,30,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,250.0,0.0,0.0,80.0,0.0,0.0
Resort Hotel,1.0,14,1,April,18,30,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,80.0,0.0,0.0
Resort Hotel,1.0,3,1,April,18,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,85.0,0.0,1.0
Resort Hotel,1.0,19,1,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,214.65992721391024,0.0,0.0,75.0,0.0,1.0
Resort Hotel,0.0,197,1,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,85.0,0.0,0.0
Resort Hotel,1.0,39,1,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,86.0,0.0,0.0
Resort Hotel,1.0,19,1,April,18,30,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,127.0,0.0,0.0
Resort Hotel,1.0,31,1,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,86.0,0.0,0.0
Resort Hotel,0.0,197,1,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,85.0,0.0,0.0
Resort Hotel,1.0,52,1,April,18,30,1,1,2,0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,0,0,240.0,0.0,0.0,77.5,0.0,0.0
Resort Hotel,0.0,197,1,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,85.0,0.0,0.0
Resort Hotel,1.0,18,1,April,18,30,1,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,G,0,0,240.0,0.0,0.0,178.0,0.0,1.0
Resort Hotel,1.0,8,1,April,18,30,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,0,250.0,0.0,0.0,91.0,0.0,1.0
Resort Hotel,1.0,45,1,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,86.0,0.0,0.0
Resort Hotel,1.0,197,1,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,85.0,0.0,0.0
Resort Hotel,1.0,197,1,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,0,298.0,0.0,3.0,85.0,0.0,0.0
Resort Hotel,1.0,178,1,April,18,30,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,241.0,0.0,0.0,48.06,0.0,1.0
Resort Hotel,1.0,22,1,April,18,30,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,100.0,0.0,0.0
Resort Hotel,1.0,187,1,April,18,30,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,52.2,0.0,0.0
Resort Hotel,1.0,187,1,April,18,30,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,0,240.0,0.0,0.0,44.1,0.0,0.0
Resort Hotel,1.0,32,1,April,18,30,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,0,0,240.0,0.0,0.0,93.57,0.0,0.0
Resort Hotel,1.0,55,1,April,18,30,2,5,3,1,0,BB,ESP,Online TA,TA/TO,0,0,0,H,0,0,240.0,0.0,0.0,136.0,0.0,1.0
